	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
ACVR2B_E27_R	0.04575	0.04296	0.04163	0.05095	0.04741	0.04383	0.0437	0.04305	0.0462	0.05482	0.03713	0.03577	0.04287	0.05995	0.02767	0.03139	0.03192	0.0373	0.05371	0.04215	0.05514	0.04373	0.03765	0.04985	0.05956	0.04624	0.04089	0.04336	0.04162	0.07721	0.04596	0.03368	0.03637	0.05093	0.03972	0.03939	0.0328	0.03277	0.03739	0.05251	0.03948	0.05964	0.04716	0.02977	0.04478	0.04452	0.03334	0.02792	0.04272	0.03826	0.05328	0.03859	0.03665	0.03919	0.04204	0.05777	0.04001	0.06257	0.04207	0.0335	0.0275	0.0424	0.04109	0.04813	0.05577	0.03364	0.04487	0.03752	0.03912	0.04063	0.0449	0.05664	0.05385	0.04888	0.06232	0.04904	0.04135	0.03906	0.03489	0.03773	0.02695	0.03405	0.06924	0.03628	0.05331	0.03787	0.0386	0.05593	0.05197	0.0313	0.05312	0.06346	0.0638	0.03976
ACVR2B_P676_F	0.1053	0.09324	0.10923	0.1346	0.11496	0.11777	0.07571	0.09769	0.10653	0.10821	0.07366	0.09709	0.08126	0.10028	0.10019	0.07462	0.08177	0.08907	0.23711	0.1905	0.13015	0.1091	0.08422	0.09166	0.1106	0.08825	0.09616	0.08382	0.09619	0.11091	0.11677	0.09963	0.10529	0.14014	0.08864	0.11749	0.08394	0.08393	0.10324	0.11151	0.11808	0.12165	0.12208	0.18309	0.12951	0.10826	0.033	0.12992	0.10176	0.07809	0.12706	0.09946	0.09735	0.08532	0.04983	0.06577	0.0853	0.10684	0.16029	0.11498	0.05607	0.10663	0.09699	0.07342	0.15555	0.17694	0.1269	0.09343	0.02538	0.12625	0.13784	0.15883	0.1189	0.13606	0.1126	0.0839	0.12576	0.16185	0.12488	0.16823	0.1561	0.08783	0.12474	0.10745	0.11629	0.12242	0.06529	0.09334	0.16009	0.07404	0.12027	0.09215	0.17565	0.10001
ADAMTS12_E52_R	0.49001	0.40169	0.43064	0.47824	0.51455	0.46341	0.28214	0.44267	0.3126	0.44825	0.30403	0.37843	0.37481	0.34624	0.39189	0.32503	0.27765	0.3299	0.52849	0.4101	0.55652	0.40638	0.34451	0.31425	0.43272	0.33389	0.29182	0.37784	0.33605	0.43818	0.34741	0.26538	0.40371	0.55046	0.32412	0.34324	0.34851	0.30227	0.3508	0.37756	0.41629	0.44763	0.43925	0.47235	0.45856	0.43759	0.32117	0.32641	0.35546	0.35569	0.20561	0.30954	0.23143	0.80395	0.258	0.69138	0.34059	0.32975	0.30412	0.30583	0.21085	0.45982	0.29239	0.48996	0.28331	0.51181	0.68314	0.22197	0.36154	0.45678	0.47015	0.46277	0.25101	0.32323	0.36124	0.21394	0.41798	0.68845	0.45068	0.67186	0.45372	0.38788	0.41044	0.42952	0.57628	0.6999	0.32908	0.57525	0.4536	0.30722	0.57853	0.32418	0.3565	0.44935
ADAMTS12_P250_R	0.05678	0.05345	0.0578	0.05964	0.04375	0.05245	0.04219	0.04958	0.04193	0.04978	0.02969	0.04593	0.05486	0.04261	0.05115	0.03221	0.03329	0.04706	0.0628	0.04787	0.0442	0.04209	0.03444	0.04316	0.06501	0.04051	0.04492	0.03835	0.0389	0.05512	0.05086	0.0363	0.04555	0.05779	0.03276	0.04293	0.03612	0.04714	0.04371	0.04778	0.04997	0.05354	0.05549	0.02791	0.04604	0.0538	0.02151	0.03922	0.05477	0.05652	0.04409	0.05091	0.02283	0.34163	0.0312	0.03408	0.0437	0.02865	0.02406	0.04355	0.05877	0.06452	0.04537	0.05382	0.03831	0.18153	0.02741	0.02795	0.0251	0.11034	0.11186	0.05657	0.03884	0.03486	0.04906	0.03198	0.11718	0.05296	0.03865	0.55331	0.11276	0.03711	0.05537	0.04942	0.05021	0.04786	0.04155	0.14428	0.07216	0.04036	0.4248	0.03703	0.05352	0.05286
ADCYAP1_E163_R	0.05384	0.04801	0.04291	0.03956	0.04306	0.04135	0.04439	0.05955	0.02903	0.06019	0.04745	0.04207	0.05016	0.03793	0.06487	0.03943	0.04729	0.05131	0.0638	0.09073	0.051	0.0527	0.05837	0.03387	0.20013	0.05293	0.03808	0.04395	0.03551	0.04936	0.03796	0.03613	0.087	0.03986	0.03948	0.05279	0.04968	0.05799	0.06797	0.05789	0.0503	0.04516	0.0529	0.04212	0.04273	0.04786	0.0305	0.07506	0.06773	0.07303	0.33908	0.10654	0.045	0.06847	0.04677	0.02617	0.07013	0.04291	0.03608	0.0894	0.0394	0.09433	0.0672	0.11308	0.03565	0.04743	0.19883	0.03803	0.01948	0.1383	0.03719	0.08274	0.0724	0.04694	0.06495	0.39832	0.07415	0.13161	0.05855	0.05123	0.14286	0.14158	0.06907	0.09824	0.09781	0.05822	0.04479	0.16079	0.07812	0.02833	0.14239	0.06918	0.03709	0.53985
ADCYAP1_P398_F	0.09529	0.08546	0.07601	0.0865	0.10272	0.06975	0.07255	0.10812	0.06527	0.148	0.05788	0.07646	0.0642	0.08109	0.07817	0.07688	0.0635	0.08259	0.09793	0.07405	0.09244	0.07403	0.11782	0.06779	0.28055	0.08211	0.05462	0.08085	0.08223	0.06221	0.09724	0.06477	0.11515	0.07102	0.07337	0.06534	0.14767	0.06523	0.09502	0.09738	0.08187	0.08087	0.10458	0.06851	0.08685	0.07092	0.06206	0.05593	0.18568	0.11249	0.86399	0.297	0.06905	0.06804	0.08697	0.16168	0.16959	0.589	0.09583	0.43284	0.03369	0.20757	0.06718	0.18643	0.08255	0.12657	0.45755	0.07572	0.05653	0.32531	0.0938	0.13566	0.08142	0.06403	0.16347	0.74564	0.14926	0.57415	0.1271	0.11867	0.26383	0.27404	0.12583	0.35775	0.10727	0.08784	0.10127	0.43303	0.2718	0.09037	0.39905	0.15792	0.07149	0.1418
ADCYAP1_P455_R	0.11182	0.08348	0.09551	0.10139	0.10678	0.0908	0.06302	0.08233	0.05354	0.10481	0.05912	0.0698	0.07425	0.07836	0.09118	0.0769	0.06023	0.07775	0.093	0.04648	0.11802	0.08168	0.06604	0.07282	0.13492	0.06979	0.07476	0.08359	0.06521	0.07513	0.07009	0.06183	0.09476	0.08339	0.06711	0.07318	0.09452	0.06798	0.09831	0.10551	0.0927	0.0847	0.08982	0.07051	0.09543	0.0616	0.15029	0.11472	0.12342	0.07754	0.81713	0.26541	0.09746	0.06868	0.07407	0.33469	0.13631	0.1215	0.05984	0.30387	0.09117	0.13437	0.07411	0.1096	0.06843	0.07246	0.2531	0.07368	0.05049	0.17335	0.11104	0.0784	0.08252	0.07716	0.11632	0.61719	0.13844	0.12241	0.08756	0.07934	0.30719	0.15591	0.10442	0.17579	0.10078	0.10564	0.09313	0.34285	0.17339	0.05081	0.22999	0.08324	0.06126	0.06289
AFF3_P122_F	0.8502	0.86652	0.94947	0.92141	0.86375	0.91606	0.85202	0.86842	0.9312	0.85194	0.79492	0.93402	0.92181	0.90344	0.91085	0.91607	0.91851	0.92675	0.89999	0.93337	0.9399	0.92383	0.92077	0.88054	0.88772	0.86042	0.9171	0.89789	0.92581	0.89507	0.92878	0.93622	0.79243	0.93271	0.93626	0.92243	0.78612	0.91795	0.90518	0.89623	0.91737	0.91407	0.95317	0.91352	0.94605	0.90401	0.90424	0.75446	0.79486	0.76117	0.94522	0.77658	0.80532	0.94038	0.85874	0.74529	0.68525	0.81127	0.94585	0.73892	0.26716	0.82062	0.89526	0.87303	0.62566	0.76022	0.93943	0.87165	0.89773	0.84761	0.7222	0.88586	0.82851	0.93418	0.90011	0.6098	0.73225	0.90504	0.86686	0.64529	0.7248	0.80289	0.81717	0.54138	0.72409	0.88531	0.8774	0.8671	0.88679	0.91405	0.84621	0.57211	0.94972	0.95351
AFF3_P808_F	0.98364	0.97024	0.98306	0.97325	0.98381	0.96891	0.95569	0.95508	0.97666	0.9585	0.96705	0.96531	0.97152	0.95356	0.97397	0.97011	0.96889	0.971	0.95377	0.96533	0.97461	0.97167	0.962	0.96949	0.9677	0.97053	0.96988	0.96734	0.96501	0.94565	0.96465	0.9742	0.9766	0.9787	0.97815	0.97679	0.97007	0.97162	0.9785	0.96496	0.97726	0.98109	0.97826	0.97558	0.98016	0.97644	0.97793	0.97538	0.96989	0.97141	0.95691	0.97914	0.94775	0.96333	0.9661	0.87554	0.97242	0.90677	0.97058	0.95617	0.77464	0.96292	0.97724	0.96513	0.87724	0.96482	0.97585	0.97329	0.9617	0.97202	0.95179	0.97373	0.97007	0.98181	0.97075	0.95446	0.96999	0.98053	0.97117	0.80701	0.9583	0.95001	0.95499	0.95119	0.90725	0.96431	0.95486	0.9282	0.94984	0.96499	0.94639	0.87041	0.95535	0.96074
AFP_P824_F	0.9352	0.89105	0.94398	0.91583	0.94197	0.91772	0.84317	0.9018	0.92117	0.89284	0.90936	0.90713	0.8976	0.88639	0.92286	0.90678	0.91541	0.90991	0.91157	0.89714	0.93006	0.93131	0.91228	0.90647	0.91513	0.91369	0.89314	0.91639	0.90919	0.89628	0.89274	0.91946	0.93458	0.93036	0.92582	0.9331	0.90257	0.9224	0.93495	0.92909	0.93515	0.93218	0.93029	0.9456	0.93856	0.93389	0.94738	0.92269	0.8967	0.91627	0.89229	0.92526	0.87947	0.91702	0.87086	0.89544	0.91897	0.87521	0.89116	0.90671	0.93141	0.89986	0.91859	0.88981	0.7933	0.89523	0.93267	0.92645	0.88896	0.89335	0.92987	0.91912	0.92629	0.9421	0.91095	0.88774	0.91968	0.86033	0.91221	0.65889	0.90292	0.86415	0.90588	0.84231	0.86302	0.91003	0.89822	0.84356	0.90986	0.88239	0.88712	0.90501	0.81551	0.92337
AGTR1_P154_F	0.09773	0.10338	0.06518	0.0676	0.0972	0.08841	0.06582	0.53885	0.0738	0.15242	0.06968	0.09583	0.08671	0.09332	0.09021	0.05788	0.1021	0.13559	0.1131	0.07667	0.06347	0.11918	0.10456	0.0744	0.06945	0.11934	0.06318	0.07053	0.09249	0.07579	0.12112	0.07942	0.11498	0.11419	0.07434	0.08866	0.16141	0.07266	0.0985	0.09393	0.0806	0.06984	0.07687	0.10965	0.0836	0.08468	0.32669	0.19747	0.51166	0.12114	0.86435	0.13343	0.06753	0.10389	0.28243	0.88648	0.22312	0.51033	0.13922	0.16847	0.04159	0.17146	0.14767	0.10672	0.06894	0.15633	0.22495	0.06009	0.7095	0.2721	0.08527	0.10963	0.0748	0.04969	0.14501	0.05735	0.45251	0.10055	0.12704	0.69424	0.42797	0.10097	0.13226	0.37282	0.10228	0.20788	0.11135	0.7912	0.20922	0.10471	0.69872	0.12248	0.05158	0.86141
AGTR1_P41_F	0.08378	0.05231	0.03949	0.06261	0.04953	0.04853	0.04241	0.35726	0.03146	0.08935	0.0394	0.037	0.0355	0.0494	0.04312	0.0338	0.03599	0.05934	0.06887	0.05515	0.05521	0.04743	0.05073	0.03665	0.04668	0.05164	0.03553	0.03702	0.05519	0.05761	0.0727	0.04455	0.04379	0.03482	0.0419	0.04703	0.08366	0.04523	0.06015	0.05083	0.04718	0.03932	0.05767	0.06845	0.05078	0.04827	0.02968	0.08434	0.08938	0.05703	0.70287	0.0473	0.03023	0.05572	0.10491	0.82417	0.07487	0.18452	0.03365	0.07673	0.02475	0.11281	0.04465	0.077	0.03495	0.07579	0.12685	0.04023	0.49596	0.16002	0.05238	0.05268	0.0436	0.03787	0.08863	0.03895	0.30536	0.05971	0.07569	0.81364	0.17449	0.05647	0.09168	0.11627	0.06362	0.13125	0.06408	0.66586	0.17828	0.06548	0.57789	0.03307	0.03497	0.11649
AGXT_E115_R	0.96651	0.94044	0.96185	0.96289	0.96165	0.93819	0.86827	0.93138	0.96046	0.93871	0.93793	0.94421	0.92499	0.92527	0.95996	0.95273	0.94506	0.95551	0.92558	0.9344	0.96063	0.95483	0.9524	0.95712	0.95624	0.9412	0.9411	0.94022	0.95526	0.93677	0.95024	0.95602	0.96489	0.95555	0.959	0.95921	0.94035	0.95358	0.95689	0.95314	0.95629	0.96987	0.96204	0.94873	0.962	0.95731	0.96016	0.95808	0.93844	0.9325	0.84224	0.95445	0.92777	0.93228	0.93284	0.92246	0.95144	0.88492	0.94197	0.9317	0.91914	0.92757	0.94919	0.90738	0.87266	0.92557	0.94567	0.93167	0.91751	0.91542	0.92371	0.93737	0.92018	0.95678	0.92832	0.92492	0.93536	0.9302	0.94418	0.67261	0.94187	0.92855	0.90865	0.92647	0.85998	0.92574	0.91822	0.90981	0.92146	0.89726	0.90752	0.88313	0.94321	0.9139
AGXT_P180_F	0.92064	0.90458	0.90679	0.92374	0.94338	0.91433	0.85636	0.84694	0.92615	0.85715	0.81285	0.92092	0.88962	0.88268	0.91122	0.89387	0.90231	0.9212	0.88406	0.91032	0.92378	0.90342	0.91896	0.87741	0.89226	0.92014	0.89767	0.87349	0.89434	0.8713	0.91321	0.92891	0.9176	0.93887	0.94447	0.904	0.90306	0.89775	0.91804	0.9099	0.9134	0.92563	0.91844	0.91172	0.93453	0.9235	0.95096	0.90658	0.84304	0.84423	0.8529	0.93003	0.81581	0.93744	0.83913	0.8585	0.87184	0.39199	0.84471	0.82495	0.68221	0.90048	0.94022	0.88848	0.81915	0.7472	0.88621	0.8625	0.8254	0.90066	0.87071	0.88153	0.86611	0.925	0.90816	0.86653	0.86316	0.68542	0.90703	0.73722	0.88793	0.89452	0.83764	0.74274	0.74299	0.84125	0.8369	0.86215	0.88201	0.88548	0.90704	0.58461	0.92647	0.91138
AHR_E103_F	0.03636	0.0288	0.02614	0.02672	0.03824	0.03198	0.03931	0.02939	0.02473	0.04351	0.02617	0.02977	0.02746	0.03893	0.02354	0.02521	0.02515	0.03157	0.03809	0.0591	0.02881	0.03246	0.03794	0.03093	0.03089	0.02842	0.02656	0.02341	0.03424	0.04047	0.03544	0.0322	0.03632	0.02764	0.03095	0.02641	0.03106	0.03228	0.03206	0.0352	0.02589	0.03582	0.03364	0.02211	0.02576	0.0262	0.02613	0.02948	0.03615	0.02535	0.0496	0.03275	0.03206	0.02642	0.0295	0.02519	0.02413	0.03144	0.02924	0.02897	0.02699	0.03455	0.0282	0.03242	0.02697	0.02427	0.02745	0.03057	0.02066	0.04186	0.03325	0.02577	0.03282	0.03636	0.01978	0.0274	0.0367	0.03439	0.02926	0.03065	0.03912	0.03485	0.04058	0.03741	0.06109	0.03905	0.03872	0.04706	0.03751	0.02624	0.03881	0.03884	0.04552	0.02117
AHR_P166_R	0.04533	0.06923	0.08449	0.05208	0.06538	0.06749	0.04938	0.05735	0.05594	0.06551	0.0385	0.10539	0.04886	0.08292	0.05784	0.0594	0.06169	0.05189	0.10462	0.04373	0.06448	0.03861	0.05227	0.08128	0.0337	0.05797	0.06692	0.06839	0.06368	0.09073	0.07228	0.03811	0.05911	0.09657	0.0815	0.08606	0.0537	0.04863	0.0656	0.07505	0.05731	0.07574	0.08644	0.04005	0.06229	0.05561	0.03844	0.10755	0.08124	0.04903	0.07315	0.03288	0.05223	0.05261	0.04639	0.02607	0.07003	0.0538	0.08347	0.05313	0.08817	0.05801	0.05419	0.05305	0.07821	0.02401	0.03329	0.04094	0.02456	0.0689	0.05336	0.06022	0.04508	0.0575	0.07569	0.05878	0.05298	0.06182	0.04992	0.03695	0.03066	0.04543	0.0934	0.06895	0.06988	0.0714	0.05049	0.0731	0.11202	0.05246	0.08564	0.04502	0.09298	0.06119
AIM2_E208_F	0.91545	0.84275	0.91716	0.9271	0.90054	0.88423	0.81158	0.90237	0.916	0.86776	0.90737	0.88574	0.84735	0.86873	0.91401	0.86125	0.87807	0.89436	0.85723	0.87315	0.89852	0.85806	0.89866	0.90417	0.9078	0.86742	0.86207	0.90244	0.85236	0.87402	0.8539	0.90852	0.92723	0.89156	0.90065	0.86122	0.83973	0.849	0.89097	0.91803	0.90151	0.91827	0.91511	0.89388	0.91527	0.92158	0.91614	0.86351	0.71701	0.83855	0.70698	0.88171	0.77274	0.94604	0.91659	0.61461	0.84337	0.8049	0.77173	0.85125	0.80548	0.85829	0.72039	0.81839	0.88301	0.63541	0.82679	0.91547	0.69377	0.81262	0.83234	0.83016	0.86467	0.93444	0.89718	0.7234	0.82426	0.78684	0.74248	0.66667	0.84175	0.8494	0.79255	0.89525	0.84781	0.83983	0.88327	0.66899	0.85759	0.80228	0.83926	0.933	0.94389	0.83954
AIM2_P624_F	0.84162	0.80229	0.91227	0.88151	0.83876	0.87172	0.77923	0.88689	0.88888	0.80139	0.72927	0.8964	0.87111	0.85951	0.8603	0.86067	0.8675	0.88082	0.82827	0.90701	0.90252	0.89408	0.89357	0.83033	0.8338	0.84699	0.87375	0.84189	0.87798	0.83976	0.88765	0.87832	0.72575	0.88322	0.90222	0.90452	0.73156	0.88568	0.87872	0.86138	0.89084	0.88184	0.92255	0.87408	0.91434	0.85894	0.78188	0.82084	0.69443	0.77253	0.72062	0.83961	0.54141	0.9476	0.88833	0.27049	0.7381	0.5917	0.59611	0.82112	0.78799	0.822	0.6393	0.72466	0.86777	0.38683	0.90182	0.80213	0.85194	0.81038	0.68212	0.80498	0.78838	0.85351	0.84713	0.26776	0.68155	0.59444	0.71901	0.42463	0.71416	0.79252	0.78201	0.24272	0.88254	0.78572	0.8249	0.55535	0.85925	0.8654	0.82432	0.92129	0.92857	0.93903
AKT1_P310_R	0.09142	0.0796	0.07233	0.0726	0.09978	0.08507	0.05506	0.06425	0.08386	0.09194	0.06084	0.09956	0.086	0.10249	0.06958	0.07592	0.08137	0.07079	0.09728	0.07017	0.08274	0.07558	0.0603	0.0863	0.07447	0.08849	0.07651	0.07244	0.089	0.09747	0.08179	0.07786	0.08747	0.08347	0.07504	0.06349	0.05609	0.09508	0.09468	0.11219	0.09421	0.08586	0.08725	0.07565	0.08691	0.09617	0.05073	0.10508	0.09282	0.07128	0.07981	0.07454	0.07313	0.06863	0.06943	0.05015	0.06317	0.07675	0.10223	0.09449	0.09434	0.0743	0.07396	0.07984	0.07701	0.04828	0.07628	0.06354	0.03377	0.08341	0.08143	0.09031	0.06962	0.06756	0.07116	0.04799	0.07708	0.08639	0.05606	0.36206	0.0582	0.09564	0.10114	0.09174	0.11119	0.10164	0.11558	0.09949	0.09654	0.05682	0.08113	0.0706	0.08202	0.07259
ALK_E183_R	0.13397	0.12294	0.11099	0.11417	0.15175	0.12375	0.09122	0.12675	0.11533	0.18086	0.09705	0.12052	0.12193	0.14405	0.09898	0.0959	0.08949	0.13555	0.16155	0.16338	0.12106	0.11269	0.10212	0.12477	0.09649	0.12222	0.11358	0.11268	0.14229	0.12848	0.13582	0.10814	0.15173	0.1171	0.11789	0.12887	0.12952	0.11624	0.14969	0.15209	0.14032	0.12164	0.13791	0.11558	0.10252	0.12676	0.11323	0.1318	0.12684	0.11189	0.52113	0.12674	0.11671	0.09661	0.13048	0.07011	0.12821	0.10749	0.14565	0.12642	0.11222	0.13999	0.10722	0.11996	0.10044	0.09216	0.11509	0.10543	0.07282	0.15034	0.15232	0.1411	0.11337	0.09015	0.11697	0.09015	0.17714	0.13392	0.10901	0.08775	0.33528	0.10265	0.14048	0.11616	0.25262	0.13526	0.13417	0.5037	0.16903	0.09801	0.16412	0.11029	0.12045	0.1213
ALK_P28_F	0.19208	0.12248	0.17937	0.18993	0.17479	0.15887	0.08884	0.16498	0.11613	0.14191	0.08774	0.13355	0.14351	0.07865	0.10494	0.12363	0.07764	0.11433	0.16073	0.14909	0.21893	0.13985	0.11103	0.10754	0.11084	0.15835	0.13228	0.12122	0.12221	0.14943	0.13206	0.09356	0.16922	0.22159	0.13902	0.12806	0.10391	0.13665	0.1219	0.13332	0.17837	0.19056	0.19255	0.20164	0.183	0.16201	0.15463	0.09849	0.06163	0.06193	0.07396	0.0687	0.05435	0.05427	0.06314	0.03338	0.08077	0.09103	0.05573	0.06049	0.0479	0.07025	0.05599	0.07404	0.06661	0.06129	0.06268	0.06926	0.02551	0.08095	0.07995	0.06464	0.06834	0.07729	0.07702	0.04114	0.12694	0.07326	0.11398	0.06847	0.31812	0.0959	0.0869	0.10036	0.10329	0.0955	0.06546	0.54778	0.10505	0.06631	0.12676	0.0422	0.0642	0.06523
ALOX12_E85_R	0.77144	0.79234	0.76016	0.70034	0.73166	0.70819	0.54425	0.63253	0.746	0.73524	0.60065	0.74436	0.37504	0.76954	0.75953	0.65616	0.80391	0.83531	0.77449	0.76239	0.77122	0.71738	0.74572	0.63201	0.54417	0.76774	0.38288	0.47489	0.69942	0.751	0.74857	0.72718	0.65111	0.76797	0.7465	0.62125	0.80274	0.64198	0.69027	0.73532	0.80452	0.71104	0.79555	0.67539	0.71048	0.5992	0.56243	0.81573	0.81738	0.70702	0.81113	0.64865	0.53255	0.46832	0.57355	0.86095	0.76916	0.36226	0.50063	0.77398	0.95734	0.72847	0.61953	0.77709	0.60416	0.88356	0.91492	0.52419	0.16276	0.80993	0.90063	0.78488	0.65306	0.33553	0.61738	0.39252	0.86869	0.30256	0.62099	0.90532	0.77612	0.57546	0.77703	0.31256	0.89621	0.43692	0.62869	0.77657	0.73243	0.5097	0.78138	0.2387	0.44314	0.34463
ALOX12_P223_R	0.74083	0.77746	0.69967	0.64144	0.69267	0.66138	0.54984	0.58158	0.73811	0.68561	0.635	0.71137	0.33084	0.74765	0.7365	0.70254	0.80841	0.81888	0.75491	0.7258	0.76367	0.69298	0.72588	0.60096	0.59805	0.71591	0.3275	0.39211	0.64869	0.70925	0.6847	0.69999	0.61931	0.73335	0.72725	0.63799	0.76057	0.61796	0.58875	0.70951	0.80036	0.72029	0.77954	0.6614	0.67091	0.52139	0.52759	0.79652	0.73972	0.60654	0.81683	0.62857	0.47272	0.46582	0.54899	0.86765	0.68616	0.39469	0.4026	0.71291	0.9457	0.70392	0.65011	0.77938	0.57756	0.89792	0.90014	0.53844	0.12644	0.79016	0.89942	0.79251	0.65199	0.44451	0.55512	0.44866	0.86077	0.32025	0.66494	0.89978	0.76913	0.49065	0.7667	0.36833	0.88403	0.39557	0.55884	0.78049	0.765	0.4619	0.70866	0.28314	0.37984	0.35616
ALPL_P278_F	0.04031	0.029	0.02875	0.0255	0.0252	0.024	0.03154	0.03114	0.02681	0.04215	0.02504	0.02847	0.02659	0.03825	0.0248	0.02507	0.0236	0.03018	0.03353	0.03717	0.02495	0.02617	0.0282	0.02782	0.02416	0.02771	0.02694	0.02693	0.03496	0.03478	0.02684	0.03235	0.02943	0.01926	0.02977	0.02494	0.03462	0.02819	0.02991	0.03737	0.02595	0.02986	0.0327	0.03286	0.02377	0.03065	0.02906	0.02541	0.03565	0.03416	0.03515	0.02791	0.02331	0.02605	0.03185	0.02144	0.0315	0.02819	0.02374	0.22847	0.02619	0.03779	0.0282	0.02977	0.07003	0.03114	0.02667	0.02949	0.01981	0.04312	0.04912	0.02364	0.02605	0.04125	0.02757	0.02307	0.04622	0.03266	0.02379	0.80078	0.05814	0.02948	0.03764	0.02857	0.04005	0.02989	0.03433	0.03798	0.04192	0.03268	0.41307	0.04308	0.04433	0.01956
ALPL_P433_F	0.35004	0.24486	0.26246	0.27152	0.27844	0.23085	0.1831	0.31568	0.22175	0.25018	0.17842	0.27401	0.22077	0.24399	0.2527	0.23051	0.21993	0.27829	0.26818	0.29692	0.28776	0.26482	0.26673	0.23974	0.25628	0.20765	0.18293	0.2554	0.224	0.24778	0.22948	0.21525	0.2639	0.28104	0.23801	0.24592	0.25818	0.20402	0.19897	0.25993	0.24773	0.29438	0.27115	0.21251	0.23872	0.2442	0.06613	0.21759	0.26746	0.24682	0.47055	0.26874	0.33067	0.30518	0.40907	0.19346	0.26215	0.20894	0.26483	0.52878	0.23816	0.33757	0.22866	0.26375	0.59249	0.30993	0.25116	0.28998	0.21439	0.26765	0.26241	0.2361	0.21099	0.33909	0.25122	0.20721	0.37011	0.27541	0.28117	0.8474	0.29376	0.24609	0.25412	0.1952	0.23029	0.39293	0.36701	0.27294	0.3187	0.50666	0.65357	0.17115	0.31163	0.26
AOC3_P890_R	0.63551	0.46905	0.59313	0.57526	0.57568	0.4589	0.35148	0.44169	0.56119	0.43128	0.50593	0.53596	0.50524	0.46799	0.57782	0.48215	0.4869	0.52313	0.49779	0.51709	0.56939	0.53258	0.54587	0.53536	0.46066	0.5548	0.50331	0.58451	0.48182	0.53587	0.52952	0.55507	0.63248	0.57747	0.54253	0.60467	0.44338	0.54825	0.6028	0.66101	0.59411	0.62326	0.56971	0.65689	0.64164	0.5823	0.68575	0.52871	0.35818	0.45747	0.13344	0.51238	0.27669	0.43292	0.39403	0.23159	0.50859	0.25573	0.21147	0.39991	0.71499	0.38952	0.28118	0.30818	0.41018	0.31413	0.53836	0.34732	0.19003	0.37371	0.40018	0.40381	0.33147	0.42776	0.40545	0.28089	0.44148	0.42045	0.2961	0.61942	0.63347	0.54257	0.44165	0.58478	0.30051	0.28249	0.62236	0.46759	0.49535	0.29041	0.30344	0.23295	0.49049	0.74716
APBA1_E99_R	0.05972	0.0691	0.05362	0.06211	0.07667	0.05945	0.05944	0.07793	0.07788	0.08312	0.0751	0.08071	0.05285	0.05167	0.05889	0.05582	0.04715	0.08129	0.06778	0.03667	0.06195	0.06109	0.05744	0.0549	0.04704	0.05587	0.08207	0.04971	0.05469	0.08692	0.05366	0.0565	0.09345	0.07541	0.08651	0.05962	0.09255	0.06063	0.03733	0.053	0.05856	0.07691	0.04235	0.03011	0.09431	0.05146	0.03373	0.14789	0.10816	0.07296	0.04625	0.10468	0.08945	0.06071	0.05249	0.02258	0.08687	0.0509	0.0759	0.12025	0.22778	0.08662	0.06403	0.07569	0.0605	0.08587	0.05387	0.04881	0.04901	0.11604	0.04279	0.04217	0.07635	0.06273	0.09875	0.04997	0.10426	0.0951	0.09839	0.36287	0.04799	0.02705	0.09131	0.06742	0.06373	0.09749	0.07154	0.0734	0.12605	0.02667	0.04713	0.17557	0.07435	0.04443
APBA1_P644_F	0.07531	0.05831	0.05796	0.05135	0.06541	0.04746	0.05157	0.06046	0.04019	0.06291	0.04324	0.05053	0.05746	0.05705	0.05168	0.041	0.03642	0.04445	0.05742	0.07586	0.05076	0.04156	0.03752	0.04326	0.04069	0.0415	0.04601	0.04758	0.05918	0.06146	0.04062	0.04915	0.05157	0.04357	0.04527	0.04658	0.04366	0.04976	0.05174	0.05876	0.05293	0.04699	0.06369	0.05354	0.04913	0.04879	0.05041	0.08044	0.07136	0.04807	0.06792	0.06738	0.06437	0.05358	0.05511	0.09865	0.04824	0.06506	0.07639	0.05892	0.07051	0.06301	0.053	0.05937	0.06055	0.04575	0.08134	0.05452	0.03983	0.0615	0.04757	0.05286	0.04962	0.05371	0.04941	0.04099	0.07655	0.05898	0.05228	0.06046	0.06143	0.06596	0.06461	0.0537	0.11102	0.07032	0.05832	0.14886	0.06401	0.05545	0.06623	0.12031	0.08583	0.08663
