	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
APBA1	0.05972	0.0691	0.05362	0.06211	0.07667	0.05945	0.05944	0.07793	0.07788	0.08312	0.0751	0.08071	0.05285	0.05167	0.05889	0.05582	0.04715	0.08129	0.06778	0.03667	0.06195	0.06109	0.05744	0.0549	0.04704	0.05587	0.08207	0.04971	0.05469	0.08692	0.05366	0.0565	0.09345	0.07541	0.08651	0.05962	0.09255	0.06063	0.03733	0.053	0.05856	0.07691	0.04235	0.03011	0.09431	0.05146	0.03373	0.14789	0.10816	0.07296	0.04625	0.10468	0.08945	0.06071	0.05249	0.02258	0.08687	0.0509	0.0759	0.12025	0.22778	0.08662	0.06403	0.07569	0.0605	0.08587	0.05387	0.04881	0.04901	0.11604	0.04279	0.04217	0.07635	0.06273	0.09875	0.04997	0.10426	0.0951	0.09839	0.36287	0.04799	0.02705	0.09131	0.06742	0.06373	0.09749	0.07154	0.0734	0.12605	0.02667	0.04713	0.17557	0.07435	0.04443
APBA2	0.95202	0.91831	0.94562	0.95159	0.95376	0.93187	0.88194	0.93674	0.94913	0.91901	0.93087	0.93011	0.9264	0.90951	0.94307	0.93606	0.92186	0.92066	0.91908	0.92978	0.94408	0.9402	0.92893	0.93651	0.94617	0.91687	0.9323	0.92757	0.92925	0.91263	0.92115	0.92474	0.95105	0.93538	0.93825	0.94895	0.93326	0.9397	0.93911	0.92828	0.94638	0.95547	0.94099	0.93359	0.95415	0.93909	0.8828	0.94247	0.92052	0.92143	0.93721	0.95321	0.94749	0.93286	0.94221	0.81052	0.94118	0.79966	0.93981	0.92288	0.48719	0.90941	0.94612	0.91592	0.75659	0.89018	0.95783	0.9463	0.89727	0.92736	0.9473	0.92573	0.95732	0.94069	0.94581	0.945	0.92711	0.94333	0.88172	0.93727	0.93014	0.91236	0.89951	0.92051	0.81054	0.88027	0.91835	0.93035	0.91638	0.95823	0.91846	0.95182	0.93682	0.94453
APC	0.30139	0.32985	0.34271	0.31713	0.258	0.28646	0.33079	0.29723	0.22229	0.27504	0.32245	0.26842	0.38299	0.30946	0.25872	0.27896	0.22445	0.25452	0.32526	0.37523	0.3516	0.36418	0.28271	0.27607	0.26424	0.24009	0.31642	0.32753	0.2776	0.38062	0.26907	0.27515	0.21039	0.32467	0.25227	0.35309	0.3033	0.32668	0.34806	0.3079	0.34465	0.30139	0.31994	0.30609	0.30998	0.31337	0.45078	0.28716	0.24386	0.29792	0.35379	0.25482	0.26346	0.76084	0.24169	0.40146	0.28794	0.24289	0.33462	0.29195	0.31842	0.2377	0.23918	0.25927	0.65555	0.21539	0.25963	0.80467	0.65072	0.41692	0.23177	0.2623	0.23073	0.1846	0.22925	0.19936	0.43549	0.25766	0.62492	0.92372	0.26382	0.40491	0.33098	0.25695	0.80188	0.54668	0.27676	0.77862	0.32438	0.90142	0.71633	0.28337	0.2865	0.63698
APOA1	0.90347	0.81374	0.75944	0.84222	0.8791	0.77414	0.62401	0.88338	0.72646	0.84089	0.83348	0.74144	0.7338	0.81688	0.83681	0.82121	0.71997	0.73089	0.77856	0.70078	0.79527	0.76776	0.80282	0.85186	0.86707	0.76463	0.8114	0.81758	0.78984	0.77328	0.75178	0.69753	0.89431	0.75423	0.74784	0.81708	0.83814	0.76819	0.83104	0.82747	0.84057	0.85515	0.80713	0.79588	0.79536	0.84167	0.74435	0.92095	0.79958	0.86623	0.50093	0.89824	0.77869	0.86472	0.91163	0.80731	0.88231	0.70897	0.92812	0.83801	0.67057	0.87046	0.90243	0.89925	0.83154	0.88577	0.74934	0.91142	0.74394	0.82951	0.89312	0.88464	0.80182	0.87671	0.86131	0.78987	0.91408	0.88838	0.77462	0.63122	0.903	0.86508	0.83468	0.88408	0.7924	0.73506	0.84835	0.86461	0.81662	0.79107	0.82817	0.63096	0.86493	0.73704
APOC1	0.87078	0.82016	0.86512	0.86433	0.88589	0.86028	0.69029	0.80306	0.86439	0.8311	0.80711	0.84066	0.825	0.79948	0.85651	0.82389	0.81209	0.86134	0.88673	0.83677	0.86581	0.85248	0.84756	0.83109	0.84973	0.85035	0.8251	0.83143	0.85588	0.81418	0.8301	0.84608	0.88456	0.86537	0.85237	0.85369	0.81458	0.83688	0.85737	0.8588	0.85562	0.86998	0.87174	0.86614	0.87683	0.88552	0.81988	0.85355	0.79508	0.8477	0.79497	0.86241	0.73472	0.83744	0.82552	0.58977	0.84235	0.69406	0.77716	0.79757	0.68711	0.82559	0.83371	0.73931	0.71597	0.7463	0.87026	0.83533	0.56738	0.84438	0.83034	0.84545	0.80263	0.8954	0.85884	0.82666	0.83335	0.74805	0.7162	0.61398	0.8011	0.8258	0.81504	0.79962	0.72541	0.67589	0.87038	0.81037	0.82001	0.76634	0.80321	0.79724	0.81563	0.85131
APOC2	0.87056	0.8253	0.84766	0.84642	0.86158	0.81339	0.75754	0.81877	0.83806	0.77194	0.78099	0.80614	0.78668	0.7599	0.84	0.77512	0.78023	0.81351	0.76215	0.82081	0.83339	0.79724	0.82	0.84041	0.83406	0.81389	0.80522	0.79471	0.78556	0.78809	0.8445	0.78075	0.84985	0.81835	0.83686	0.87779	0.77671	0.8192	0.81182	0.8377	0.83494	0.85954	0.87011	0.77812	0.84203	0.84749	0.86527	0.78467	0.73725	0.75536	0.73756	0.83704	0.84898	0.77148	0.82494	0.71149	0.81611	0.89112	0.92993	0.70833	0.60644	0.75779	0.65902	0.75666	0.67069	0.72695	0.79617	0.86299	0.67422	0.81203	0.8108	0.80067	0.78018	0.86059	0.82265	0.63528	0.81844	0.73599	0.64933	0.50859	0.80275	0.66377	0.73305	0.75058	0.75296	0.64976	0.81255	0.76763	0.7385	0.71923	0.68172	0.75575	0.74791	0.38109
APP	0.05328	0.04223	0.0447	0.03863	0.04649	0.04102	0.04085	0.04625	0.04424	0.05101	0.03425	0.04725	0.03782	0.05629	0.04261	0.04085	0.03457	0.04425	0.05862	0.05801	0.03721	0.04524	0.0375	0.03746	0.03879	0.03836	0.04539	0.03821	0.04668	0.06522	0.05061	0.04425	0.04983	0.04318	0.04899	0.05011	0.03721	0.05219	0.05225	0.04901	0.04418	0.0428	0.04579	0.04327	0.03333	0.04618	0.04044	0.06026	0.04936	0.03903	0.05675	0.04021	0.04329	0.04428	0.05078	0.03946	0.04134	0.04591	0.04225	0.0454	0.04864	0.04928	0.04651	0.05242	0.04644	0.0354	0.05819	0.0493	0.0278	0.06451	0.04179	0.04633	0.04826	0.04978	0.03465	0.03451	0.06614	0.04939	0.0385	0.06323	0.04117	0.0463	0.06649	0.04871	0.08592	0.04573	0.03961	0.06058	0.05979	0.03524	0.05375	0.05265	0.05851	0.03537
AREG	0.05002	0.05211	0.04828	0.04235	0.053	0.04047	0.03617	0.04974	0.04302	0.06604	0.03577	0.05613	0.04655	0.06031	0.0432	0.04569	0.03663	0.05451	0.06494	0.08005	0.04869	0.04496	0.05107	0.0459	0.04293	0.04253	0.04542	0.04172	0.04861	0.06178	0.04678	0.0416	0.05328	0.04082	0.04817	0.04299	0.04471	0.04402	0.04746	0.0628	0.05641	0.05252	0.05942	0.05659	0.05031	0.04393	0.03724	0.04613	0.04893	0.03974	0.06302	0.044	0.03525	0.04255	0.0543	0.03729	0.04378	0.04667	0.05739	0.04583	0.08132	0.04907	0.04555	0.05245	0.04379	0.03155	0.04732	0.04671	0.02686	0.05095	0.05767	0.04151	0.04735	0.04025	0.04234	0.03734	0.05497	0.04825	0.04072	0.05491	0.04374	0.04835	0.05491	0.05501	0.06732	0.04904	0.05555	0.05783	0.07208	0.04568	0.06057	0.05956	0.07676	0.0387
ARHGAP9	0.91283	0.87412	0.89759	0.90748	0.89857	0.86425	0.83169	0.91241	0.91637	0.88675	0.90506	0.88258	0.85581	0.88034	0.92928	0.91046	0.90865	0.91484	0.87869	0.91119	0.89978	0.90145	0.91873	0.90542	0.90055	0.92421	0.87391	0.89171	0.88033	0.86837	0.9297	0.90073	0.92986	0.89072	0.92908	0.92261	0.9092	0.90845	0.92006	0.91429	0.90624	0.91035	0.91238	0.90695	0.90158	0.90915	0.89936	0.93646	0.93186	0.90787	0.90019	0.92482	0.81328	0.91588	0.91539	0.89133	0.92136	0.84417	0.91433	0.89542	0.87045	0.88275	0.91739	0.90743	0.88325	0.85334	0.92747	0.89703	0.42391	0.91049	0.87075	0.9173	0.88259	0.92576	0.90359	0.82575	0.91924	0.88298	0.91827	0.79673	0.92448	0.85139	0.83975	0.87606	0.86492	0.90962	0.88804	0.81309	0.90088	0.88115	0.88038	0.92203	0.8204	0.81644
ARHGDIB	0.65088	0.34747	0.58932	0.60964	0.6134	0.62757	0.35368	0.47316	0.56796	0.43528	0.40577	0.55885	0.55704	0.53446	0.54882	0.53696	0.47847	0.55912	0.45679	0.47187	0.52818	0.53365	0.61546	0.45372	0.41599	0.45287	0.60936	0.52778	0.58312	0.46145	0.44562	0.58426	0.5712	0.42089	0.57495	0.53958	0.53404	0.52843	0.6301	0.55395	0.5221	0.57521	0.57498	0.44941	0.55864	0.54465	0.25272	0.61424	0.40282	0.44872	0.74349	0.58116	0.62485	0.46849	0.56034	0.36507	0.40972	0.63373	0.73512	0.4519	0.76898	0.51027	0.60881	0.46726	0.42506	0.51963	0.52304	0.55152	0.56377	0.59302	0.65075	0.48501	0.43733	0.70386	0.58577	0.42872	0.58547	0.51944	0.59548	0.45956	0.40901	0.50584	0.46979	0.56183	0.59897	0.56103	0.44345	0.54489	0.53537	0.34247	0.43387	0.67749	0.46041	0.45288
ARNT	0.03631	0.0362	0.03463	0.045	0.05381	0.03193	0.03035	0.02312	0.02072	0.03355	0.02632	0.03567	0.0285	0.03393	0.02713	0.03062	0.02367	0.02974	0.0669	0.0269	0.04531	0.02026	0.02861	0.02752	0.01963	0.02029	0.03331	0.03867	0.03177	0.05166	0.02292	0.03022	0.03467	0.03709	0.03438	0.02864	0.02192	0.02666	0.02087	0.04016	0.03339	0.03686	0.03909	0.05094	0.04511	0.03296	0.02309	0.01691	0.02139	0.0223	0.04177	0.03166	0.03769	0.02202	0.02329	0.02657	0.01885	0.02884	0.02997	0.0203	0.06079	0.02792	0.0336	0.02855	0.02273	0.01919	0.01812	0.02995	0.01592	0.0249	0.02873	0.02356	0.02487	0.03804	0.02597	0.01968	0.02954	0.03396	0.02577	0.02526	0.03138	0.06728	0.0397	0.0359	0.05248	0.0361	0.03564	0.03589	0.0249	0.02033	0.05971	0.02784	0.04073	0.04227
ASB4	0.93455	0.8873	0.90807	0.91099	0.94476	0.89386	0.87626	0.92316	0.8894	0.89652	0.91844	0.88128	0.89187	0.86357	0.90847	0.89402	0.87301	0.87912	0.90575	0.86249	0.89968	0.91122	0.88343	0.91011	0.89045	0.9005	0.888	0.90971	0.88294	0.86411	0.87931	0.8569	0.93868	0.90761	0.88808	0.9215	0.90927	0.89978	0.91141	0.90578	0.91554	0.91991	0.90815	0.93801	0.90918	0.92592	0.85747	0.93983	0.91295	0.90553	0.55342	0.93318	0.93456	0.93693	0.9291	0.83938	0.93659	0.82071	0.89981	0.88305	0.60404	0.90659	0.94571	0.9158	0.74787	0.87594	0.93597	0.93996	0.92438	0.91375	0.92869	0.90289	0.89593	0.91838	0.91815	0.9043	0.92476	0.7545	0.92441	0.72594	0.93765	0.89746	0.8999	0.90435	0.86732	0.92637	0.90212	0.89898	0.89455	0.92546	0.8998	0.94301	0.92763	0.93273
ASCL1	0.0686	0.05514	0.05812	0.05829	0.05289	0.05505	0.04164	0.05888	0.03706	0.06213	0.0373	0.05811	0.04381	0.0501	0.04493	0.04738	0.04012	0.04556	0.06125	0.0436	0.04593	0.04303	0.04502	0.03831	0.04234	0.04489	0.05642	0.04168	0.05606	0.03631	0.05207	0.05807	0.06467	0.03912	0.0436	0.04566	0.05286	0.05388	0.05307	0.0698	0.05068	0.04662	0.05159	0.03966	0.04244	0.05087	0.02724	0.02733	0.05142	0.03222	0.06997	0.07633	0.03411	0.04425	0.04091	0.06844	0.04521	0.13331	0.03495	0.05159	0.06544	0.04675	0.04668	0.05093	0.04443	0.04544	0.03234	0.04689	0.03745	0.10227	0.06015	0.05499	0.06413	0.05619	0.04283	0.23025	0.0874	0.05197	0.036	0.37989	0.14486	0.07453	0.04504	0.04559	0.06278	0.04834	0.05509	0.05633	0.04901	0.08021	0.06297	0.0534	0.05296	0.04534
ASCL2	0.18799	0.15723	0.13254	0.21403	0.18458	0.16322	0.12076	0.18197	0.11204	0.18719	0.11108	0.12824	0.12709	0.18286	0.152	0.17582	0.15515	0.15036	0.24447	0.14342	0.17057	0.13487	0.13595	0.1271	0.61044	0.13835	0.1162	0.14519	0.17164	0.12581	0.14487	0.13523	0.1485	0.14387	0.17118	0.14546	0.24131	0.13222	0.16784	0.3075	0.13998	0.12327	0.15907	0.20342	0.14483	0.13393	0.12223	0.25997	0.2901	0.14179	0.84518	0.18334	0.17704	0.34606	0.11634	0.73757	0.19482	0.37661	0.48025	0.24712	0.77208	0.22332	0.46868	0.6168	0.12927	0.22484	0.65791	0.10715	0.58118	0.52548	0.70359	0.44915	0.10593	0.11019	0.23591	0.15882	0.40283	0.34014	0.23333	0.9006	0.62692	0.2014	0.19778	0.10744	0.17406	0.62809	0.4314	0.573	0.28331	0.10369	0.60824	0.2054	0.12671	0.13144
ATP10A	0.1062	0.13895	0.18461	0.18044	0.21066	0.11765	0.07171	0.244	0.08123	0.14905	0.10286	0.12179	0.09253	0.10947	0.0957	0.13303	0.11255	0.12272	0.15754	0.1364	0.16325	0.11064	0.08662	0.09459	0.22953	0.16299	0.08329	0.1164	0.1075	0.12444	0.14341	0.11054	0.10909	0.16148	0.0989	0.14317	0.1872	0.13984	0.13417	0.14004	0.15716	0.14412	0.13122	0.14665	0.15857	0.11345	0.1823	0.14991	0.16904	0.14965	0.60087	0.26782	0.15211	0.38384	0.28007	0.06682	0.14236	0.08899	0.12974	0.13653	0.08762	0.14853	0.18961	0.37975	0.11266	0.40885	0.09432	0.11325	0.03435	0.31114	0.59335	0.21049	0.16538	0.06965	0.11941	0.32136	0.17586	0.12831	0.14982	0.19786	0.08024	0.24315	0.15938	0.21619	0.28878	0.20044	0.2267	0.11844	0.26503	0.51585	0.17222	0.40334	0.51843	0.14013
AXL	0.1763	0.20303	0.09388	0.18743	0.19928	0.1574	0.08166	0.18558	0.06959	0.14396	0.10969	0.11056	0.07087	0.15988	0.13162	0.12454	0.10531	0.10947	0.1665	0.07433	0.14156	0.12006	0.11044	0.1052	0.08959	0.14363	0.07684	0.13618	0.1048	0.07962	0.10713	0.08792	0.15403	0.1239	0.11603	0.08298	0.12943	0.09414	0.16475	0.18985	0.16802	0.13254	0.11915	0.142	0.10351	0.10336	0.27243	0.26099	0.2366	0.16485	0.10499	0.13977	0.08799	0.10689	0.12367	0.06467	0.20708	0.07557	0.21025	0.21289	0.13086	0.19258	0.15342	0.12967	0.15455	0.24629	0.15261	0.10778	0.04879	0.20877	0.09187	0.25073	0.09962	0.08295	0.17482	0.09641	0.1997	0.09964	0.15937	0.06074	0.09124	0.18427	0.24575	0.10474	0.16377	0.16287	0.15515	0.1394	0.26573	0.07707	0.20396	0.03843	0.09538	0.06733
B3GALT5	0.86389	0.78952	0.83905	0.84877	0.84449	0.82393	0.73356	0.53897	0.82947	0.7836	0.79207	0.83742	0.8078	0.77102	0.86309	0.81852	0.80221	0.82326	0.73515	0.84555	0.82632	0.80709	0.83461	0.81544	0.82401	0.81259	0.84315	0.81109	0.81891	0.7614	0.82471	0.84489	0.85435	0.7955	0.87254	0.86756	0.76688	0.83497	0.84616	0.83469	0.85913	0.86276	0.86172	0.84629	0.83235	0.82694	0.86993	0.77719	0.6633	0.75699	0.67319	0.77676	0.79022	0.79247	0.50026	0.15769	0.77794	0.49355	0.79939	0.72686	0.86239	0.72312	0.81946	0.80579	0.64965	0.73907	0.88175	0.82601	0.68674	0.77309	0.51058	0.75625	0.70261	0.84959	0.80294	0.81972	0.72593	0.52489	0.53679	0.42242	0.8836	0.76171	0.73656	0.77689	0.7659	0.74134	0.77022	0.6691	0.72842	0.6995	0.7442	0.84898	0.72681	0.79432
BAX	0.81104	0.7393	0.82108	0.78432	0.80419	0.74206	0.62944	0.68675	0.74313	0.71032	0.71993	0.74745	0.71139	0.72953	0.74644	0.68577	0.67485	0.73985	0.75452	0.75553	0.77677	0.77449	0.73781	0.76186	0.6648	0.66036	0.75443	0.7484	0.73164	0.70646	0.74787	0.75654	0.78503	0.76345	0.76021	0.75448	0.71178	0.75858	0.78168	0.76546	0.7901	0.80156	0.76864	0.80284	0.78739	0.77452	0.84496	0.83598	0.6556	0.76214	0.34088	0.75899	0.53393	0.56747	0.72815	0.48019	0.72784	0.58549	0.44566	0.73863	0.35487	0.68172	0.70844	0.52242	0.68145	0.65485	0.60862	0.61813	0.44613	0.68254	0.73187	0.74303	0.67312	0.79067	0.75187	0.5985	0.77463	0.60095	0.59365	0.67984	0.81884	0.75446	0.79063	0.76905	0.65529	0.46402	0.72172	0.66635	0.79351	0.49053	0.72352	0.51335	0.59168	0.55754
BCAM	0.04234	0.03852	0.03173	0.02692	0.04676	0.03655	0.02782	0.03568	0.03025	0.0476	0.02746	0.03418	0.03061	0.0387	0.0366	0.02977	0.042	0.05359	0.04689	0.04123	0.03616	0.03289	0.03763	0.03145	0.0301	0.03538	0.03495	0.0397	0.03593	0.04671	0.03455	0.03311	0.04354	0.03471	0.03282	0.04101	0.03873	0.03749	0.04938	0.04888	0.03108	0.03668	0.03717	0.08492	0.03228	0.03243	0.04164	0.05214	0.03933	0.03801	0.05058	0.03393	0.04035	0.03813	0.03251	0.02943	0.04539	0.04095	0.03541	0.05247	0.03021	0.04513	0.04637	0.04624	0.0327	0.02883	0.03211	0.0302	0.02426	0.04987	0.04479	0.04428	0.03208	0.03931	0.04572	0.0324	0.03957	0.05465	0.03252	0.21371	0.0277	0.0446	0.04483	0.03714	0.05969	0.03784	0.03905	0.05019	0.0561	0.04842	0.0376	0.04907	0.0522	0.0289
BCL2A1	0.97545	0.95969	0.97345	0.97259	0.97459	0.96513	0.94682	0.96362	0.97247	0.95807	0.95813	0.9669	0.96015	0.94986	0.97047	0.96695	0.96141	0.9661	0.95224	0.95896	0.96304	0.96701	0.9605	0.96802	0.96678	0.97097	0.9686	0.96287	0.96418	0.95466	0.96575	0.97167	0.97308	0.96691	0.96943	0.9707	0.96096	0.96686	0.9733	0.96757	0.97426	0.97367	0.96886	0.97422	0.97188	0.96889	0.9671	0.96794	0.95581	0.96269	0.95465	0.96833	0.97131	0.96328	0.97225	0.95731	0.96838	0.96945	0.96551	0.92663	0.60333	0.9506	0.97772	0.957	0.86298	0.93552	0.97046	0.9678	0.94515	0.96308	0.97917	0.96554	0.96926	0.97811	0.96206	0.97405	0.96645	0.93042	0.96093	0.85026	0.97297	0.94817	0.94146	0.94136	0.93292	0.91566	0.95922	0.95176	0.95131	0.9565	0.95156	0.95043	0.94548	0.94053
BCL2L2	0.10004	0.10949	0.06121	0.07716	0.13348	0.09666	0.08152	0.10169	0.06319	0.11354	0.06323	0.06519	0.0643	0.0757	0.06345	0.06969	0.08825	0.10301	0.1224	0.13998	0.05546	0.07129	0.11365	0.058	0.07865	0.08555	0.07648	0.06227	0.06032	0.06554	0.07605	0.06247	0.08033	0.06957	0.07518	0.04859	0.12254	0.05653	0.09187	0.08867	0.04908	0.10766	0.08058	0.03912	0.05979	0.06218	0.04527	0.04413	0.12486	0.1617	0.08343	0.10609	0.06827	0.04457	0.08293	0.04354	0.10164	0.06707	0.04335	0.09883	0.04705	0.11233	0.08325	0.08855	0.07487	0.15502	0.12997	0.06753	0.03527	0.10218	0.06762	0.15153	0.08918	0.06644	0.11681	0.08816	0.17025	0.07368	0.11241	0.07693	0.06805	0.08216	0.13265	0.06488	0.07519	0.08396	0.06077	0.08389	0.09271	0.0534	0.12625	0.15989	0.10775	0.06368
BCL3	0.49771	0.39133	0.47618	0.46435	0.48832	0.37855	0.29594	0.39989	0.4238	0.44587	0.35892	0.41542	0.39275	0.41274	0.45914	0.44714	0.3716	0.42359	0.44645	0.51413	0.48319	0.43082	0.41172	0.38368	0.42406	0.49378	0.39653	0.4382	0.40732	0.48296	0.44598	0.39496	0.41001	0.48627	0.43251	0.50299	0.33665	0.46878	0.45948	0.43043	0.49756	0.44269	0.50517	0.50764	0.4969	0.45792	0.33211	0.3235	0.38336	0.38059	0.40362	0.43627	0.38766	0.45205	0.35816	0.23405	0.35946	0.39582	0.37697	0.38367	0.28003	0.40939	0.4614	0.38763	0.34538	0.34169	0.48796	0.35423	0.18198	0.35252	0.3822	0.43961	0.38055	0.45021	0.43382	0.25106	0.41773	0.41583	0.41502	0.26745	0.35848	0.40254	0.406	0.41198	0.42877	0.41652	0.3082	0.37347	0.45727	0.34993	0.32636	0.36759	0.43671	0.39093
BCL6	0.09679	0.08027	0.13121	0.08844	0.10322	0.07334	0.04744	0.08364	0.0625	0.10175	0.05205	0.08921	0.0703	0.08783	0.08451	0.05566	0.08461	0.08985	0.10729	0.13612	0.07243	0.06995	0.06394	0.0619	0.05497	0.06607	0.0716	0.09273	0.07494	0.10172	0.06007	0.09008	0.07044	0.09863	0.07775	0.07685	0.07156	0.08278	0.08742	0.07742	0.06518	0.08432	0.10299	0.05859	0.11045	0.0922	0.03287	0.02627	0.05223	0.07973	0.06145	0.27315	0.08798	0.04878	0.08356	0.02559	0.07767	0.0743	0.0859	0.08978	0.02702	0.08751	0.06338	0.05944	0.33728	0.07375	0.06954	0.06319	0.02115	0.08762	0.07951	0.09429	0.05771	0.07692	0.07781	0.05419	0.0624	0.03395	0.09349	0.05411	0.03378	0.03402	0.08669	0.07151	0.07507	0.06877	0.06008	0.07234	0.09422	0.06928	0.06241	0.05916	0.05853	0.05829
BCR	0.68138	0.69649	0.49791	0.51442	0.70905	0.62107	0.45611	0.76256	0.51151	0.69804	0.58054	0.5316	0.52794	0.52443	0.67116	0.59683	0.48978	0.59328	0.6122	0.50976	0.56744	0.65777	0.54877	0.56124	0.59802	0.61118	0.55864	0.64641	0.47025	0.59541	0.58662	0.51872	0.76864	0.62483	0.55516	0.59561	0.67158	0.57942	0.61223	0.56291	0.63713	0.5767	0.44932	0.63274	0.66193	0.61419	0.5011	0.63979	0.73102	0.62542	0.5274	0.70313	0.44243	0.83083	0.79381	0.37548	0.6726	0.45889	0.50985	0.72912	0.29922	0.80708	0.65098	0.5811	0.8233	0.7146	0.54789	0.71485	0.20676	0.583	0.81408	0.6915	0.49704	0.54421	0.58535	0.78549	0.8938	0.64135	0.79299	0.87067	0.81333	0.63213	0.72058	0.45485	0.52096	0.56764	0.46536	0.51216	0.62445	0.68015	0.61549	0.39921	0.47136	0.51698
BDNF	0.19673	0.18296	0.2066	0.1905	0.19368	0.14938	0.13135	0.11972	0.13981	0.22292	0.1165	0.1607	0.1267	0.17796	0.17225	0.13379	0.15897	0.16877	0.19925	0.19082	0.22034	0.2286	0.16331	0.12794	0.41302	0.14676	0.11599	0.13632	0.22472	0.17226	0.20573	0.19323	0.15406	0.19465	0.13486	0.16418	0.17911	0.17492	0.16454	0.17437	0.17397	0.19131	0.2327	0.1703	0.19607	0.16717	0.07651	0.17731	0.34288	0.14996	0.68591	0.18267	0.13142	0.37318	0.08686	0.29819	0.21454	0.12419	0.09794	0.30546	0.08015	0.21772	0.21315	0.41648	0.13758	0.13853	0.39143	0.11129	0.09065	0.31639	0.12945	0.33799	0.12894	0.16225	0.17378	0.0888	0.27984	0.17905	0.33267	0.3699	0.37893	0.17002	0.15795	0.12643	0.18455	0.11956	0.22016	0.56819	0.30765	0.32461	0.34922	0.46807	0.18123	0.25567
BIRC5	0.10884	0.02338	0.02139	0.01897	0.03006	0.02394	0.02453	0.02537	0.02641	0.03404	0.02086	0.02668	0.02062	0.02504	0.04707	0.0273	0.02187	0.02778	0.04232	0.0414	0.0233	0.02528	0.0223	0.01999	0.02509	0.02408	0.02404	0.02208	0.02703	0.02831	0.02319	0.02554	0.0961	0.01912	0.02142	0.03182	0.02255	0.03089	0.02615	0.03313	0.02687	0.02457	0.11059	0.03583	0.01971	0.02641	0.03226	0.07869	0.03037	0.02423	0.03161	0.02684	0.02101	0.02416	0.03139	0.02267	0.02307	0.0291	0.0224	0.0245	0.02579	0.06606	0.02866	0.02746	0.03644	0.024	0.0299	0.02348	0.01897	0.03285	0.02639	0.02668	0.0265	0.0267	0.02125	0.02257	0.03199	0.03409	0.02283	0.10658	0.02426	0.0271	0.03739	0.02914	0.04445	0.02518	0.02602	0.04077	0.03095	0.11882	0.03396	0.05075	0.03549	0.02398
BLK	0.84787	0.7868	0.87139	0.8551	0.82742	0.82899	0.714	0.78315	0.82844	0.76462	0.85141	0.84946	0.85958	0.80221	0.8476	0.81376	0.81216	0.79945	0.822	0.8081	0.8768	0.84628	0.84267	0.85274	0.8108	0.79506	0.83702	0.85477	0.79731	0.82432	0.82529	0.81898	0.828	0.86767	0.8303	0.88596	0.70216	0.83973	0.82185	0.85857	0.87678	0.88775	0.84746	0.82579	0.86649	0.85811	0.94322	0.67655	0.6817	0.79389	0.16712	0.67558	0.85637	0.88768	0.77631	0.77645	0.68626	0.84525	0.82034	0.65741	0.69191	0.67328	0.84776	0.72507	0.79269	0.6544	0.82846	0.85298	0.74702	0.65841	0.77601	0.77143	0.85353	0.8698	0.76872	0.35063	0.74636	0.888	0.7609	0.56055	0.88841	0.77545	0.71036	0.7944	0.71473	0.87427	0.85096	0.79915	0.79157	0.82443	0.66379	0.87948	0.7559	0.87835
BMP2	0.08259	0.0625	0.04157	0.04626	0.06412	0.0352	0.05034	0.07267	0.03138	0.09644	0.04698	0.03798	0.03389	0.04522	0.05604	0.03011	0.04702	0.05202	0.06806	0.04023	0.03215	0.04192	0.04449	0.02548	0.03093	0.06777	0.03488	0.0427	0.05143	0.05058	0.0455	0.04165	0.07028	0.03495	0.03602	0.0345	0.11639	0.03789	0.06734	0.05029	0.04209	0.03949	0.05835	0.06355	0.0484	0.04268	0.04142	0.05711	0.09096	0.05727	0.06589	0.0457	0.04276	0.04071	0.06248	0.02721	0.0873	0.03428	0.05675	0.12248	0.03191	0.09711	0.04505	0.08244	0.12929	0.09515	0.03672	0.03928	0.03005	0.13201	0.05347	0.08797	0.04518	0.05464	0.08641	0.0449	0.06981	0.0609	0.07095	0.3577	0.06845	0.06769	0.09753	0.05962	0.10195	0.06083	0.05948	0.04325	0.10164	0.05325	0.09432	0.0447	0.06004	0.06838
